1039	Межрайонная инспекция Федеральной налоговой службы № 9 по Республике Карелия
6155	Межрайонная инспекция Федеральной налоговой службы №12 по Ростовской области территориальный участок 6155 по г.Шахты
5263	Инспекция Федеральной налоговой службы по Сормовскому району г.Нижнего Новгорода
3533	Межрайонная инспекция Федеральной налоговой службы № 5 по Вологодской области
7806	Инспекция Министерства Российской Федерации по налогам и сборам по Красногвардейскому району Санкт-Петербурга
2607	Инспекция Федеральной налоговой службы по Изобильненскому району Ставропольского края
9204	Инспекция Федеральной налоговой службы по Ленинскому району г.Севастополя
9200	Управление Федеральной налоговой службы по г. Севастополю
3627	Межрайонная инспекция Федеральной налоговой службы № 4 по Воронежской области
6161	Инспекция Федеральной налоговой службы по Ворошиловскому району г.Ростова-на-Дону
1434	Инспекция Федеральной налоговой службы по городу Нерюнгри Республики Саха (Якутия)
1434	Инспекция Федеральной налоговой службы по Нерюнгринскому району Республики Саха (Якутия)
7610	Межрайонная инспекция Министерства Российской Федерации по налогам и сборам № 3 по Ярославской области
5903	Инспекция Федеральной налоговой службы по Дзержинскому району г.Перми
6135	Межрайонная инспекция МНС России №12 по Ростовской области территориальный участок 6135 по Усть-Донецкому району
6135	Межрайонная инспекция Федеральной налоговой службы №12 по Ростовской области территориальный участок 6135 по Усть-Донецкому району
6345	Инспекция Министерства Российской Федерации по налогам и сборам по городу Жигулёвску Самарской области
1308	Межрайонная инспекция МНС России №6 по Республике Мордовия
1326	Инспекция Федеральной налоговой службы по Ленинскому району г. Саранска
7603	Инспекция Министерства Российской Федерации по налогам и сборам по Заволжскому району г.Ярославля
0914	Межрайонная инспекция Министерства Российской Федерации по налогам и сборам № 4 по Карачаево-Черкесской Республике
8603	Межрайонная инспекция Федеральной налоговой службы № 6 по Ханты-Мансийскому автономному округу - Югре
3249	Межрайонная инспекция Федеральной налоговой службы № 9 по Брянской области
5947	Межрайонная инспекция Федеральной налоговой службы № 10 по Пермской области и Коми-Пермяцкому автономному округу
6132	Инспекция МНС России по Семикаракорскому району Ростовской области
6132	Инспекция Федеральной налоговой службы по Семикаракорскому району Ростовской области
5616	Инспекция Министерства Российской Федерации по налогам и сборам по Советскому району города Орска Оренбургской области
7323	Межрайонная инспекция МНС России № 10 по Чердаклинскому, Старомайнскому районам Ульяновской области
3255	Межрайонная инспекция Министерства Российской Федерации по налогам и сборам N 15 по Брянской области
5601	Межрайонная инспекция Министерства Российской Федерации по налогам и сборам N1 по Оренбургской области
5601	Межрайонная инспекция Федеральной налоговой службы N2 по Оренбургской области
8601	Межрайонная инспекция Федеральной налоговой службы № 1 по Ханты-Мансийскому автономному округу - Югре
7840	Межрайонная инспекция Министерства Российской Федерации по налогам и сборам №9 по Санкт-Петербургу
7450	Инспекция Федеральной налоговой службы по Металлургическому району г. Челябинска
1328	Межрайонная инспекция МНС России №2 по Республике Мордовия
1328	Инспекция Федеральной налоговой службы по Октябрьскому району г. Саранска
3529	Межрайонная инспекция Министерства Российской Федерации по налогам и сборам № 1 по Вологодской области
3537	Межрайонная инспекция Министерства Российской Федерации по налогам и сборам № 9 по Вологодской области
0716	Межрайонная инспекция МНС России №4 по Кабардино-Балкарской Республике
0601	Межрайонная инспекция Федеральной налоговой службы №3 по Республике Ингушетия
2632	Инспекция МНС России по г.Пятигорску Ставропольского края
3335	Межрайонная инспекция Федеральной налоговой службы № 5 по Владимирской области
6646	Межрайонная инспекция Федеральной налоговой службы №12 по Свердловской области
6105	Межрайонная инспекция МНС России №8 по Ростовской области территориальный участок 6105 по Верхнедонскому району
6105	Межрайонная инспекция Федеральной налоговой службы №8 по Ростовской области территориальный участок 6105 по Верхнедонскому району
2508	Инспекция Федеральной налоговой службы по г.Находке Приморского края
5519	Инспекция Федеральной налоговой службы по Любинскому району Омской области
6139	Межрайонная инспекция МНС России №8 по Ростовской области территориальный участок 6139 по Шолоховскому району
2625	Инспекция Федеральной налоговой службы по г. Георгиевску Ставропольского края
2452	Межрайонная инспекция Федеральной налоговой службы № 26 по Красноярскому краю
6138	Инспекция МНС России по Чертковскому району Ростовской области
6138	Инспекция Федеральной налоговой службы по Чертковскому району Ростовской области
2904	Межрайонная инспекция Министерства Российской Федерации по налогам и сборам № 1 по Архангельской области и Ненецкому автономному округу
5262	Инспекция Федеральной налоговой службы по Советскому району г.Нижнего Новгорода
8602	Инспекция Министерства России по налогам и сборам по г. Сургуту Ханты-Мансийского автономного округа-Югры
6140	Инспекция МНС России по г.Азову Ростовской области
7425	Межрайонная инспекция Федеральной налоговой службы № 13 по Челябинской области
6187	Межрайонная инспекция Федеральной налоговой службы №17 по Ростовской области
6188	Межрайонная инспекция Федеральной налоговой службы № 18 по Ростовской области
6315	Инспекция Министерства Российской Федерации по налогам и сборам по Ленинскому району города Самары
1665	Межрайонная инспекция Федеральной налоговой службы № 1 по Республике Татарстан
2320	Инспекция МНС России по г.Сочи территориальный участок 2320 по Центральному району
2320	Инспекция Федеральной налоговой службы по г.Сочи Краснодарского края территориальный участок 2320 по Центральному району
1658	Инспекция Федеральной налоговой службы по Московскому району г.Казани
5908	Инспекция Министерства Российской Федерации по налогам и сборам по Кировскому району г.Перми
2127	Инспекция Министерства Российской Федерации по налогам и сборам по Калининскому району г.Чебоксары Чувашской Республики
0277	Межрайонная инспекция Федеральной налоговой службы № 33 по Республике Башкортостан
3533	Межрайонная инспекция Министерства Российской Федерации по налогам и сборам № 5 по Вологодской области
7450	Инспекция Министерства Российской Федерации по налогам и сборам по Металлургическому району города Челябинска
5753	Инспекция Федеральной налоговой службы по Советскому району г. Орла
5749	Межрайонная инспекция Федеральной налоговой службы №9 по Орловской области
4807	Межрайонная инспекция Федеральной налоговой службы № 2 по Липецкой области
5020	Инспекция Министерства Российской Федерации по налогам и сборам по городу Клин Московской области
5027	Инспекция Министерства Российской Федерации по налогам и сборам по городу Люберцы Московской области
8622	Межрайонная инспекция Федеральной налоговой службы № 4 по Ханты-Мансийскому автономному округу - Югре
3815	Межрайонная инспекция Министерства Российской Федерации по налогам и сборам №5 по Иркутской области
3815	Межрайонная инспекция Федеральной налоговой службы №5 по Иркутской области и Усть-Ордынскому Бурятскому автономному округу
3815	Межрайонная инспекция Федеральной налоговой службы № 5 по Иркутской области
3816	Межрайонная инспекция Федеральной налоговой службы № 6 по Иркутской области
2465	Инспекция Министерства Российской Федерации по налогам и сборам по Советскому району г.Красноярска Красноярского края
3120	Межрайонная инспекция Федеральной налоговой службы № 7 по Белгородской области
2314	Инспекция МНС России по г.Лабинску Краснодарского края
2314	Инспекция Федеральной налоговой службы по г.Лабинску Краснодарского края
7432	Инспекция Министерства Российской Федерации по налогам и сборам по Красноармейскому району Челябинской области
7430	Межрайонная инспекция Федеральной налоговой службы № 10 по Челябинской области
7100	Управление Федеральной налоговой службы по Тульской области
1500	Управление Федеральной налоговой службы по Республике Северная Осетия - Алания
1682	Межрайонная инспекция Федеральной налоговой службы № 2 по Республике Татарстан
7527	Межрайонная инспекция Федеральной налоговой службы № 7 по Забайкальскому краю
7014	Инспекция Министерства Российской Федерации по налогам и сборам по Томскому району Томской области
7014	Инспекция Федеральной налоговой службы по Томскому району Томской области
7214	Межрайонная инспекция Министерства Российской Федерации по налогам и сборам №11 по Тюменской области
7214	Межрайонная инспекция Федеральной налоговой службы № 11 по Тюменской области
6155	Межрайонная инспекция МНС России №12 по Ростовской области территориальный участок 6155 по г.Шахты
1504	Инспекция Министерства Российской Федерации по налогам и сборам по Северо-Западному муниципальному округу г.Владикавказа Республики Северная Осетия - Алания
2506	Межрайонная инспекция Федеральной налоговой службы №2 по Приморскому краю
7907	Межрайонная инспекция Министерства по налогам и сборам РФ №1 по Еврейской автономной области
7907	Межрайонная инспекция Федеральной налоговой службы №1 по Еврейской автономной области
7901	Инспекция Федеральной налоговой службы по г.Биробиджану Еврейской автономной области
5739	Межрайонная инспекция Министерства Российской Федерации по налогам и сборам №9 по Орловской области
5744	Межрайонная инспекция Федеральной налоговой службы №4 по Орловской области
2815	Межрайонная инспекция МНС России № 4 по Амурской области
0707	Инспекция МНС России по Урванскому району Кабардино-Балкарской Республики
0700	Управление Федеральной налоговой службы по Кабардино-Балкарской Республике
0561	Инспекция ФНС России по Ленинскому району г. Махачкалы Республики Дагестан
6821	Межрайонная инспекция МНС России №8 по Тамбовской области
6821	Межрайонная инспекция Федеральной налоговой службы № 8 по Тамбовской области
5221	Межрайонная инспекция Федеральной налоговой службы № 9 по Нижегородской области
3714	Межрайонная инспекция Министерства Российской Федерации по налогам и сборам № 7 по Ивановской области
2635	Инспекция МНС России по Промышленному району г.Ставрополя
5835	Инспекция Министерства Российской Федерации по налогам и сборам по Октябрьскому району г. Пензы
0911	Межрайонная инспекция Министерства Российской Федерации по налогам и сборам № 1 по Карачаево-Черкесской Республике
0919	Межрайонная инспекция Федеральной налоговой службы № 5 по Карачаево-Черкесской Республике
6621	Межрайонная инспекция Федеральной налоговой службы №17 по Свердловской области
3459	Межрайонная инспекция Министерства Российской Федерации по налогам и сборам № 9 по Волгоградской области
3459	Межрайонная инспекция Федеральной налоговой службы № 9 по Волгоградской области
4619	Межрайонная инспекция Федеральной налоговой службы № 7 по Курской области
1102	Межрайонная инспекция Министерства Российской Федерации по налогам и сборам № 3 по Республике Коми
5603	Инспекция Министерства Российской Федерации по налогам и сборам по городу Бузулуку Оренбургской области
0523	Межрайонная инспекция Федеральной налоговой службы № 1 по Республике Дагестан
5262	Инспекция МНС России по Советскому району г.Н.Новгорода
6234	Межрайонная инспекция Министерства Российской Федерации по налогам и сборам №2 по г.Рязани
6683	Межрайонная инспекция Федеральной налоговой службы №29 по Свердловской области
6453	Инспекция МНС России по Ленинскому району г.Саратова
2510	Межрайонная инспекция Федеральной налоговой службы № 3 по Приморскому краю
5042	Инспекция Министерства Российской Федерации по налогам и сборам по городу Сергиев Посад Московской области
5525	Межрайонная инспекция Министерства Российской Федерации по налогам и сборам №5 по Омской области (Нововаршавский район)
5539	Межрайонная инспекция Федеральной налоговой службы №5 по Омской области
4706	Межрайонная инспекция Министерства Российской Федерации по налогам и сборам №2 по Ленинградской области
4706	Межрайонная инспекция Федеральной налоговой службы №2 по Ленинградской области
1650	Инспекция МНС России по г.Набережные Челны Республики Татарстан
5810	Территориально-обособленное рабочее место по Белинскому району Межрайонной инспекции Федеральной налоговой службы №2 по Пензенской области
5802	Межрайонная инспекция Федеральной налоговой службы №2 по Пензенской области
2289	Межрайонная инспекция Федеральной налоговой службы № 11 по Алтайскому краю
2207	Межрайонная инспекция Федеральной налоговой службы № 6 по Алтайскому Краю
7802	Инспекция Федеральной налоговой службы по Выборгскому району Санкт-Петербурга
4223	Межрайонная инспекция Федеральной налоговой службы № 11 по Кемеровской области
2646	Межрайонная инспекция Министерства Российской Федерации по налогам и сборам №6 по Ставропольскому краю
5004	Межрайонная инспекция Федеральной налоговой службы №19 по Московской области
4100	Управление Федеральной налоговой службы по Камчатскому краю
6602	Инспекция Федеральной налоговой службы по г.Артемовскому Свердловской области
6612	Инспекция МНС России по г.Каменску -Уральскому Свердловской области
1675	Межрайонная инспекция Федеральной налоговой службы № 10 по Республике Татарстан
1039	Межрайонная инспекция Министерства Российской Федерации по налогам и сборам № 9 по Республике Карелия
5222	Межрайонная инспекция Федеральной налоговой службы № 10 по Нижегородской области
0275	Инспекция Министерства Российской Федерации по налогам и сборам по Ленинскому району г.Уфы Республики Башкортостан
3241	Межрайонная инспекция Министерства Российской Федерации по налогам и сборам N 1 по Брянской области
3528	Инспекция Федеральной налоговой службы по г. Череповцу Вологодской области
5917	Межрайонная инспекция Министерства Российской Федерации по налогам и сборам № 5 по Пермской области и Коми-Пермяцкому автономному округу
5917	Межрайонная инспекция Федеральной налоговой службы № 5 по Пермской области и Коми-Пермяцкому автономному округу
5917	Межрайонная инспекция Федеральной налоговой службы № 5 по Пермскому краю
5468	Межрайонная инспекция Федеральной налоговой службы № 8 по Новосибирской области
5487	Межрайонная инспекция Федеральной налоговой службы № 7 по Новосибирской области
7842	Межрайонная инспекция Министерства Российской Федерации по налогам и сборам №11 по Санкт-Петербургу
5456	Межрайонная инспекция Федеральной налоговой службы № 6 по Новосибирской области
7220	Межрайонная инспекция Федеральной налоговой службы № 10 по Тюменской области
1108	Межрайонная инспекция Министерства Российской Федерации по налогам и сборам № 4 по Республике Коми
1108	Межрайонная инспекция Федеральной налоговой службы № 4 по Республике Коми
1645	Межрайонная инспекция МНС России №17 по Республике Татарстан
2443	Межрайонная инспекция Федеральной налоговой службы № 4 по Красноярскому краю
6168	Инспекция МНС России по Советскому району г.Ростова-на-Дону
0264	Межрайонная инспекция Федеральной налоговой службы № 29 по Республике Башкортостан
5944	Межрайонная инспекция Федеральной налоговой службы № 8 по Пермскому краю
4025	Межрайонная инспекция Федеральной налоговой службы № 6 по Калужской области
4230	Межрайонная инспекция Министерства Российской Федерации по налогам и сборам №7 по Кемеровской области
2134	Межрайонная инспекция Федеральной налоговой службы № 4 по Чувашской Республике
3620	Межрайонная инспекция Федеральной налоговой службы № 6 по Воронежской области
2330	Инспекция Федеральной налоговой службы по Динскому району Краснодарского края
2373	Межрайонная инспекция Федеральной налоговой службы № 14 по Краснодарскому краю
4802	Межрайонная инспекция Федеральной налоговой службы № 1 по Липецкой области
3627	Межрайонная инспекция Министерства Российской Федерации по налогам и сборам № 4 по Воронежской области
3720	Межрайонная инспекция Федеральной налоговой службы № 7 по Ивановской области
6027	Инспекция Министерства Российской Федерации по налогам и сборам по городу Пскову
4900	Управление Федеральной налоговой службы по Магаданской области
2457	Межрайонная инспекция Федеральной налоговой службы № 25 по Красноярскому краю
6101	Инспекция МНС России по Азовскому району Ростовской области
6101	Инспекция Федеральной налоговой службы по Азовскому району Ростовской области
6188	Межрайонная инспекция Федеральной налоговой службы №18 по Ростовской области
6623	Межрайонная инспекция Федеральной налоговой службы №16 по Свердловской области
6122	Инспекция МНС России по Мясниковскому району Ростовской области
6122	Инспекция Федеральной налоговой службы по Мясниковскому району Ростовской области
7208	Межрайонная инспекция Министерства Российской Федерации по налогам и сборам №13 по Тюменской области
7208	Межрайонная инспекция Федеральной налоговой службы №13 по Тюменской области
2026	Межрайонная инспекция МНС России №6 по Чеченской Республике
6908	Межрайонная инспекция Министерства Российской Федерации по налогам и сборам №3 по Тверской области
5461	Межрайонная инспекция Федеральной налоговой службы № 1 по Новосибирской области
5905	Инспекция Федеральной налоговой службы по Индустриальному району г. Перми
6161	Инспекция МНС России по Ворошиловскому району г.Ростова-на-Дону
7326	Инспекция Федеральной налоговой службы по Железнодорожному району г. Ульяновска
5404	Инспекция Федеральной налоговой службы по Ленинскому району г. Новосибирска
2129	Инспекция Министерства Российской Федерации по налогам и сборам по Московскому району г.Чебоксары Чувашской Республики
5032	Инспекция Министерства Российской Федерации по налогам и сборам по городу Одинцово Московской области
1426	Инспекция Федеральной налоговой службы по Томпонскому району Республики Саха (Якутия)
3458	Межрайонная инспекция Федеральной налоговой службы № 8 по Волгоградской области
7445	Инспекция Федеральной налоговой службы по Орджоникидзевскому району г. Магнитогорска Челябинской области
5105	Межрайонная инспекция Федеральной налоговой службы № 7 по Мурманской области
4313	Межрайонная инспекция Федеральной налоговой службы № 8 по Кировской области
2628	Инспекция МНС России по г.Кисловодску Ставропольского края
5026	Инспекция Федеральной налоговой службы по г.Лыткарино Московской области
7151	Межрайонная инспекция Федеральной налоговой службы №5 по Тульской области
7104	Инспекция Федеральной налоговой службы по Привокзальному району г.Тулы
5624	Межрайонная инспекция Министерства Российской Федерации по налогам и сборам N14 по Оренбургской области
5602	Межрайонная инспекция Федеральной налоговой службы №1по Оренбургской области
6500	Управление Федеральной налоговой службы по Сахалинской области
5635	Межрайонная инспекция Федеральной налоговой службы №9 по Оренбургской области
6133	Инспекция Федеральной налоговой службы по Тарасовскому району Ростовской области
5915	Инспекция Министерства Российской Федерации по налогам и сборам по г. Кизелу Пермской области
2352	Инспекция Федеральной налоговой службы по Темрюкскому району Краснодарского края
6603	Инспекция Федеральной налоговой службы по г.Асбесту Свердловской области
5817	Межрайонная инспекция Министерства Российской Федерации по налогам и сборам № 10 по Пензенской области
5805	Межрайонная инспекция Федеральной налоговой службы №4 по Пензенской области
6330	Межрайонная инспекция Федеральной налоговой службы № 16 по Самарской области
1686	Межрайонная инспекция Федеральной налоговой службы №6 по Республике Татарстан
5741	Межрайонная инспекция Федеральной налоговой службы №1 по Орловской области
5748	Межрайонная инспекция Федеральной налоговой службы №8 по Орловской области
5509	Межрайонная инспекция Федеральной налоговой службы № 6 по Омской области
5803	Межрайонная инспекция Министерства Российской Федерации по налогам и сборам № 1 по Пензенской области
5045	Инспекция Министерства Российской Федерации по налогам и сборам по городу Ступино Московской области
4314	Межрайонная инспекция Федеральной налоговой службы № 9 по Кировской области
4524	Межрайонная инспекция Федеральной налоговой службы № 6 по Курганской области
5506	Инспекция Федеральной налоговой службы по Октябрьскому административному округу г.Омска
2536	Инспекция Министерства Российской Федерации по налогам и сборам по Ленинскому району г.Владивостока
1722	Межрайонная инспекция Федеральной налоговой службы № 4 по Республике Тыва
2444	Межрайонная инспекция Министерства Российской Федерации по налогам и сборам №5 по Красноярскому краю
2444	Межрайонная инспекция Федеральной налоговой службы №5 по Красноярскому краю, Таймырскому (Долгано-Ненецкому) и Эвенкийскому автономным округам
2444	Межрайонная инспекция Федеральной налоговой службы № 5 по Красноярскому краю
2607	Инспекция МНС России по Изобильненскому району Ставропольского края
2128	Инспекция Министерства Российской Федерации по налогам и сборам по Ленинскому району г.Чебоксары Чувашской Республики
5805	Межрайонная инспекция Министерства Российской Федерации по налогам и сборам № 4 по Пензенской области
5263	Инспекция МНС России по Сормовскому району г.Н.Новгорода
7810	Инспекция Федеральной налоговой службы по Московскому району Санкт-Петербурга
6443	Межрайонная инспекция МНС России №17 по Саратовской области
6443	Межрайонная инспекция Федеральной налоговой службы №11 по Саратовской области
4101	Инспекция Министерства Российской Федерации по налогам и сборам по г.Петропавловску-Камчатскому Камчатской области
2203	Межрайонная инспекция Федеральной налоговой службы № 3 по Алтайскому Краю
2131	Межрайонная инспекция Федеральной налоговой службы № 1 по Чувашской Республике
2647	Межрайонная инспекция Федеральной налоговой службы № 7 по Ставропольскому краю
2649	Межрайонная инспекция Федеральной налоговой службы № 9 по Ставропольскому краю
6162	Инспекция МНС России по Железнодорожному району г.Ростова-на-Дону
6162	Инспекция Федеральной налоговой службы по Железнодорожному району г.Ростова-на-Дону
6128	Инспекция МНС России по Пролетарскому району Ростовской области
2501	Межрайонная инспекция Министерства Российской Федерации по налогам и сборам №4 по Приморскому краю
5981	Межрайонная инспекция Министерства Российской Федерации по налогам и сборам № 1 по Пермской области и Коми-Пермяцкому автономному округу
4727	Инспекция Федеральной налоговой службы по Киришскому району Ленинградской области
2305	Инспекция Федеральной налоговой службы по г. Горячий Ключ Краснодарского края
5337	Межрайонная инспекция Федеральной налоговой службы №7 по Новгородской области
6109	Инспекция МНС России по Егорлыкскому району Ростовской области
6109	Инспекция Федеральной налоговой службы по Егорлыкскому району Ростовской области
3245	Межрайонная инспекция Федеральной налоговой службы № 5 по Брянской области
5078	Инспекция Министерства Российской Федерации по налогам и сборам по Талдомскому району Московской области
5010	Межрайонная инспекция Министерства Российской Федерации по налогам и сборам №21 по Московской области
3665	Инспекция Министерства Российской Федерации по налогам и сборам по Советскому району г.Воронежа
3665	Инспекция Федеральной налоговой службы по Советскому району г.Воронежа
4705	Межрайонная инспекция Федеральной налоговой службы №7 по Ленинградской области
7326	Инспекция МНС России по Железнодорожному району г. Ульяновска
5535	Межрайонная инспекция Федеральной налоговой службы № 2 по Омской области
6031	Межрайонная инспекция Федеральной налоговой службы № 4 по Псковской области
4501	Инспекция Министерства Российской Федерации по налогам и сборам по г.Кургану Курганской области
2310	Инспекция Федеральной налоговой службы № 2 по г. Краснодару
0534	Межрайонная инспекция ФНС России №14 по Республике Дагестан
0544	Межрайонная инспекция Федеральной налоговой службы № 17 по Республике Дагестан
4813	Межрайонная инспекция Федеральной налоговой службы № 5 по Липецкой области
4510	Межрайонная инспекция Федеральной налоговой службы № 7 по Курганской области
2302	Инспекция Федеральной налоговой службы по г. Армавиру Краснодарского края
7413	Межрайонная инспекция Федеральной налоговой службы № 3 по Челябинской области
2204	Инспекция Министерства Российской Федерации по налогам и сборам по г.Бийску Алтайского края.
3820	Межрайонная инспекция Федеральной налоговой службы № 10 по Иркутской области
2459	Межрайонная инспекция Федеральной налоговой службы № 12 по Красноярскому краю
4822	Инспекция Федеральной налоговой службы по Центральному району г.Липецка
4822	Межрайонная инспекция Федеральной налоговой службы по крупнейшим налогоплательщикам по Липецкой области
2469	Межрайонная инспекция Федеральной налоговой службы № 2 по Красноярскому краю
3116	Межрайонная инспекция Федеральной налоговой службы № 5 по Белгородской области
7805	Инспекция Федеральной налоговой службы по Кировскому району Санкт-Петербурга
7302	Инспекция Федеральной налоговой службы по г.Димитровграду Ульяновской области
7329	Межрайонная инспекция Федеральной налоговой службы №7 по Ульяновской области
4177	Межрайонная инспекция Федеральной налоговой службы № 3 по Камчатскому краю
